TransactionID,AccountID,TransactionAmount,TransactionType,Channel,DeviceType,LoginAttempts,AccountBalance,Fraud
100220,C087,91563.14,Credit,Mobile,Mobile,4,51435.27,1
100221,C129,100867.96,Credit,Online,Mobile,2,79684.82,0
100222,C147,26211.12,Debit,ATM,Desktop,3,33864.36,0
100223,C126,40117.15,Debit,ATM,Mobile,1,70578.45,0
100224,C130,14644.02,Debit,ATM,Mobile,1,18831.7,0
100225,C053,10914.83,Debit,Online,Desktop,2,75084.79,0
100226,C172,35211.2,Debit,ATM,Mobile,2,23676.06,0
100227,C160,45199.46,Credit,Online,Mobile,1,14440.12,0
100228,C198,20720.59,Debit,ATM,Desktop,3,18622.34,0
100229,C160,42133.84,Debit,ATM,Mobile,3,18288.11,0
100230,C068,109222.54,Debit,Mobile,Mobile,4,51335.0,1
100231,C183,40677.86,Credit,Online,Mobile,2,84495.28,0
100232,C184,63793.69,Credit,ATM,Mobile,3,8052.55,0
100233,C123,81818.61,Credit,Mobile,Mobile,4,70724.94,1
100234,C145,224275.14,Debit,ATM,Mobile,3,65469.21,1
100235,C038,46215.82,Debit,Online,Mobile,2,87264.74,0
100236,C024,82214.45,Credit,Online,Mobile,4,24490.34,1
100237,C069,164370.21,Debit,ATM,Desktop,4,45065.97,1
100238,C116,144487.35,Debit,Mobile,Mobile,4,92590.15,1
100239,C098,7604.08,Credit,Online,Mobile,3,66033.35,0
100240,C198,26076.83,Credit,Online,Desktop,2,38937.96,0
100241,C139,19577.38,Debit,ATM,Desktop,4,13228.1,1
100242,C144,4546.86,Debit,ATM,Mobile,1,26322.25,0
100243,C097,50152.49,Debit,Mobile,Desktop,2,58163.43,0
100244,C124,66572.25,Debit,ATM,Mobile,1,71844.98,0
100245,C187,94235.89,Debit,Online,Mobile,1,12529.75,0
100246,C070,6549.7,Credit,Online,Desktop,4,59999.77,1
100247,C093,104553.07,Credit,Online,Mobile,4,55080.09,1
100248,C003,51490.55,Credit,ATM,Mobile,3,51444.15,0
100249,C148,60860.69,Debit,ATM,Mobile,3,69043.3,0
100250,C187,120745.16,Credit,Online,Mobile,3,83761.21,0
100251,C164,49009.64,Credit,ATM,Mobile,2,32366.67,0
100252,C147,20463.56,Debit,ATM,Desktop,3,88912.32,0
100253,C090,87179.14,Credit,ATM,Mobile,1,16147.3,0
100254,C195,22553.93,Credit,Online,Desktop,3,17385.08,0
100255,C147,1741.38,Debit,Mobile,Mobile,4,26750.53,1
100256,C148,88790.72,Debit,ATM,Desktop,3,12041.13,0
100257,C096,21170.67,Debit,ATM,Desktop,2,23108.89,0
100258,C199,74324.42,Debit,ATM,Desktop,2,10730.54,0
100259,C052,22530.28,Debit,Online,Mobile,1,82193.07,0
100260,C161,98688.54,Credit,Online,Mobile,2,13983.0,0
100261,C168,12391.7,Debit,Online,Mobile,3,74755.03,0
100262,C128,183546.6,Debit,Online,Desktop,4,4886.6,1
100263,C039,75651.59,Debit,Online,Desktop,2,94857.18,0
100264,C082,6065.35,Debit,Mobile,Mobile,1,71144.89,0
100265,C104,41709.81,Debit,Mobile,Mobile,3,778.98,0
100266,C129,211224.87,Debit,ATM,Mobile,1,76409.26,1
100267,C011,31844.53,Debit,ATM,Desktop,2,51456.78,0
100268,C185,10051.2,Debit,ATM,Mobile,2,77958.58,0
100269,C178,33157.91,Debit,ATM,Desktop,1,52297.43,0
100270,C151,35918.91,Debit,Mobile,Desktop,3,64138.38,0
100271,C159,67679.15,Credit,Online,Mobile,2,78654.53,0
100272,C042,60006.65,Debit,ATM,Mobile,4,40570.29,1
100273,C099,25754.24,Credit,Online,Mobile,2,370.54,0
100274,C007,12296.5,Debit,Online,Mobile,3,85009.65,0
100275,C144,51789.5,Debit,ATM,Mobile,2,38150.95,0
100276,C090,27383.47,Credit,ATM,Mobile,1,49654.67,0
100277,C112,7094.09,Debit,Online,Desktop,2,875.89,0
100278,C060,115416.23,Debit,Online,Mobile,2,49259.99,0
100279,C113,58756.61,Debit,ATM,Mobile,3,98650.09,0
100280,C002,57471.68,Debit,ATM,Desktop,1,27898.94,0
100281,C129,86462.87,Debit,Online,Desktop,3,39602.29,0
100282,C048,37715.15,Debit,ATM,Mobile,2,68750.28,0
100283,C140,84384.69,Debit,Online,Mobile,4,81497.89,1
100284,C197,34466.8,Debit,Online,Mobile,2,41797.42,0
100285,C037,3476.9,Debit,ATM,Desktop,3,31035.92,0
100286,C160,25980.55,Credit,Mobile,Desktop,4,93788.8,1
100287,C009,34404.49,Credit,Online,Desktop,3,67746.78,0
100288,C099,63684.47,Debit,ATM,Mobile,3,11990.23,0
100289,C147,5634.85,Credit,Online,Desktop,1,6985.9,0
100290,C048,7542.22,Debit,Online,Mobile,4,48406.63,1
100291,C131,15304.78,Debit,Online,Mobile,2,22087.0,0
100292,C148,15496.27,Debit,ATM,Mobile,3,25473.08,0
100293,C152,65872.86,Credit,Mobile,Mobile,2,87781.45,0
100294,C054,14432.84,Debit,Online,Mobile,1,9047.65,0
100295,C120,50133.03,Debit,ATM,Desktop,1,71564.88,0
100296,C161,34088.0,Debit,ATM,Desktop,4,27187.11,1
100297,C152,42583.05,Credit,ATM,Mobile,1,76056.79,0
100298,C116,91040.97,Credit,Mobile,Mobile,1,72268.9,0
100299,C075,25907.75,Credit,ATM,Mobile,2,838.45,0
100300,C113,73682.32,Debit,ATM,Mobile,1,50962.63,0
100301,C164,27412.19,Debit,Mobile,Mobile,1,14018.02,0
100302,C166,21837.83,Debit,ATM,Desktop,3,86636.08,0
100303,C104,159256.55,Debit,ATM,Mobile,1,87171.43,1
100304,C084,10189.78,Debit,ATM,Mobile,3,41892.75,0
100305,C112,4734.05,Debit,ATM,Mobile,1,44495.12,0
100306,C099,73698.59,Credit,ATM,Desktop,1,30397.97,0
100307,C153,3534.52,Credit,Online,Desktop,4,71688.97,1
100308,C093,90724.49,Credit,ATM,Desktop,4,35930.27,1
100309,C146,28740.96,Credit,ATM,Desktop,3,26852.47,0
100310,C128,123558.28,Debit,Online,Mobile,1,43279.88,0
100311,C110,63922.76,Debit,Online,Mobile,2,9239.6,0
100312,C082,47132.33,Credit,Online,Desktop,4,74685.66,1
100313,C194,149098.17,Debit,Online,Mobile,2,1358.38,0
100314,C054,25262.84,Credit,ATM,Mobile,4,64484.06,1
100315,C163,154050.28,Debit,Online,Mobile,4,18368.17,1
100316,C189,7251.36,Debit,Online,Mobile,1,23317.16,0
100317,C169,33058.69,Debit,ATM,Mobile,4,63599.64,1
100318,C161,15729.46,Credit,Mobile,Mobile,2,99295.05,0
100319,C068,38809.35,Credit,ATM,Desktop,4,77793.98,1
100320,C033,8837.69,Debit,Online,Mobile,3,22661.38,0
100321,C142,92109.39,Credit,ATM,Mobile,1,17684.87,0
100322,C021,93672.73,Debit,Online,Mobile,1,86636.66,0
100323,C048,155317.9,Debit,Online,Mobile,3,44473.98,1
100324,C148,8401.54,Debit,Mobile,Mobile,3,13791.58,0
100325,C128,48819.63,Debit,ATM,Mobile,3,86234.92,0
100326,C136,32145.27,Debit,Online,Mobile,4,81627.63,1
100327,C135,21108.98,Credit,Online,Mobile,1,98392.25,0
100328,C195,21657.76,Credit,Online,Mobile,3,90983.39,0
100329,C145,26618.94,Debit,Online,Mobile,4,85193.85,1
100330,C128,61026.38,Debit,Online,Mobile,3,5352.18,0
100331,C033,45600.75,Credit,Online,Mobile,2,10531.1,0
100332,C176,30779.83,Credit,ATM,Mobile,2,56941.42,0
100333,C187,3948.56,Credit,Online,Desktop,1,53194.78,0
100334,C115,4047.78,Debit,ATM,Mobile,4,45850.53,1
100335,C119,117.11,Debit,Mobile,Mobile,2,39739.25,0
100336,C022,171633.46,Debit,Online,Mobile,2,43177.93,1
100337,C158,263.38,Debit,Mobile,Desktop,4,56972.86,1
100338,C038,5440.2,Debit,ATM,Desktop,3,307.44,0
100339,C109,18887.38,Credit,Mobile,Desktop,4,26144.81,1
100340,C051,82364.84,Debit,Mobile,Desktop,3,51876.14,0
100341,C182,163638.61,Debit,Online,Mobile,2,72249.39,1
100342,C008,78035.62,Debit,Online,Desktop,2,17498.25,0
100343,C027,58649.59,Debit,ATM,Mobile,2,54733.43,0
100344,C027,36834.13,Debit,Mobile,Mobile,1,71474.52,0
100345,C021,4534.83,Debit,Online,Mobile,1,44518.3,0
100346,C030,158708.02,Debit,ATM,Mobile,1,2805.41,1
100347,C097,71022.02,Credit,ATM,Desktop,4,44981.89,1
100348,C028,50936.86,Credit,Mobile,Mobile,2,29714.84,0
100349,C111,71155.35,Debit,Mobile,Desktop,2,92972.0,0
100350,C192,64386.44,Debit,Mobile,Mobile,4,12548.88,1
100351,C197,50699.53,Credit,Online,Mobile,1,65282.35,0
100352,C061,197064.35,Debit,ATM,Mobile,4,5366.7,1
100353,C048,116840.1,Debit,ATM,Mobile,1,44672.43,0
100354,C147,52016.92,Credit,ATM,Desktop,2,55442.55,0
100355,C004,59073.92,Debit,ATM,Mobile,3,29865.7,0
100356,C035,2648.73,Debit,ATM,Mobile,1,45562.06,0
100357,C192,55420.63,Debit,ATM,Desktop,2,16439.02,0
100358,C049,2258.52,Debit,Online,Mobile,2,30481.97,0
100359,C017,44368.62,Debit,Mobile,Desktop,3,62148.52,0
100360,C172,367196.83,Credit,Online,Mobile,2,30249.83,1
100361,C158,40574.76,Debit,Mobile,Mobile,2,89984.33,0
100362,C046,32047.68,Debit,Online,Mobile,1,62877.86,0
100363,C117,18760.49,Credit,ATM,Mobile,1,43921.04,0
100364,C006,6421.37,Debit,ATM,Mobile,3,3971.82,0
100365,C099,65656.6,Debit,ATM,Desktop,3,50004.88,0
100366,C124,10696.74,Credit,ATM,Desktop,2,76501.15,0
100367,C037,6124.32,Debit,Online,Desktop,1,26629.2,0
100368,C024,27388.54,Credit,ATM,Mobile,3,80696.68,0
100369,C093,79320.71,Credit,ATM,Mobile,3,25255.5,0
100370,C046,68337.24,Debit,ATM,Mobile,4,82392.26,1
100371,C181,2822.31,Debit,Mobile,Mobile,3,8618.31,0
100372,C095,30361.66,Credit,Online,Desktop,2,86631.75,0
100373,C099,36952.71,Debit,Online,Mobile,1,49968.73,0
100374,C188,51718.06,Credit,ATM,Mobile,3,29724.11,0
100375,C116,52515.02,Debit,Online,Mobile,4,26584.81,1
100376,C191,22682.68,Debit,Online,Desktop,1,43257.85,0
100377,C160,41126.04,Debit,Online,Mobile,3,99905.04,0
100378,C161,32798.53,Credit,Mobile,Mobile,4,22110.71,1
100379,C067,108140.44,Credit,ATM,Mobile,3,10411.34,0
100380,C128,37779.34,Debit,Mobile,Mobile,1,58545.01,0
100381,C018,29083.17,Debit,Mobile,Mobile,1,48905.39,0
100382,C025,25916.47,Credit,ATM,Mobile,1,52467.21,0
100383,C054,42481.6,Debit,Online,Desktop,2,66726.85,0
100384,C058,81476.16,Debit,Mobile,Mobile,3,26787.69,0
100385,C067,38652.99,Debit,ATM,Desktop,2,91075.43,0
100386,C104,54184.49,Debit,Online,Desktop,1,43623.64,0
100387,C174,66943.02,Credit,Mobile,Desktop,4,12995.71,1
100388,C024,36715.97,Debit,Online,Mobile,3,74255.65,0
100389,C114,27827.52,Debit,ATM,Mobile,2,64346.12,0
100390,C032,104642.71,Debit,Online,Desktop,3,31642.77,0
100391,C175,27021.83,Credit,ATM,Desktop,4,62189.72,1
100392,C086,30989.52,Debit,Online,Mobile,2,22064.21,0
100393,C151,231994.88,Debit,ATM,Desktop,1,44539.45,1
100394,C194,11.88,Debit,Online,Mobile,2,89951.31,0
100395,C127,10257.38,Credit,Online,Mobile,3,13440.07,0
100396,C155,24222.48,Debit,Online,Mobile,3,38730.98,0
100397,C130,134848.03,Debit,Online,Mobile,3,82132.13,0
100398,C017,3630.13,Debit,Online,Mobile,3,96952.14,0
100399,C104,476.54,Debit,Online,Desktop,1,45447.22,0
100400,C161,2706.12,Debit,ATM,Mobile,2,50749.26,0
100401,C137,4635.57,Credit,Online,Mobile,1,57259.98,0
100402,C043,1916.09,Debit,ATM,Mobile,1,93241.58,0
100403,C176,32675.3,Credit,Mobile,Mobile,1,85834.86,0
100404,C039,43465.25,Debit,ATM,Mobile,3,17143.05,0
100405,C170,15851.22,Credit,Online,Desktop,3,43732.11,0
100406,C026,25398.77,Debit,Online,Desktop,3,46453.64,0
100407,C099,4808.99,Debit,Online,Desktop,2,78930.7,0
100408,C050,20501.56,Credit,ATM,Desktop,4,60329.0,1
100409,C153,36961.57,Credit,Online,Mobile,3,65456.62,0
100410,C152,65889.15,Debit,Online,Mobile,2,99820.17,0
100411,C013,167.6,Debit,Online,Mobile,3,7588.51,0
100412,C060,31490.85,Credit,ATM,Mobile,3,22378.68,0
100413,C135,17620.12,Debit,Online,Desktop,1,40848.8,0
100414,C057,95805.57,Credit,Online,Mobile,1,34843.46,0
100415,C036,62860.47,Credit,Online,Mobile,1,2262.39,0
100416,C173,44471.31,Debit,Online,Desktop,2,9268.58,0
100417,C020,16235.68,Debit,Online,Desktop,4,68127.23,1
100418,C065,120586.03,Debit,ATM,Desktop,4,87944.51,1
100419,C008,2307.47,Debit,ATM,Mobile,2,51471.28,0
100420,C144,5796.79,Debit,ATM,Mobile,3,53965.19,0
100421,C142,24848.61,Credit,ATM,Mobile,2,25583.83,0
100422,C115,6644.44,Debit,Online,Mobile,3,76810.85,0
100423,C143,156652.91,Credit,Online,Mobile,2,75204.28,1
100424,C092,79971.74,Debit,ATM,Mobile,2,58877.73,0
